model,language,id,word,pos,context,gold_gloss,predicted_gloss,sbert_score
tiny-aya-global,Bengali,2773,অধীনস্থ,ADJECTIVE,"আজ্ঞা, অধিকার ইত্যাদির ভিত্তিতে কারও নিচে থাকা|| নিজের অধীনস্থ কর্মচারীদের সাথে মীরার ব্যবহার ভালো নয়","inferior in rank or status; ""the junior faculty""; ""a lowly corporal""; ""petty officialdom""; ""a subordinate functionary""","subject to, subordinate to, or under the authority of",0.5331
tiny-aya-global,Bengali,35010,তেইশ,NOUN,তেইশ বছর বয়স অথবা গুনতিতে তেইশের স্থানে আসা বছর||তার ছেলে তেইশ বছরের হয়ে গেছে,"a period of time occupying a regular part of a calendar year that is used for some particular activity; ""a school year""",23 years old or a number that represents 23 years in a count.,0.312
tiny-aya-global,Bengali,28483,ইতালীয় ভাত,NOUN,"একপ্রকার ইতালীয় ব্যঞ্জন যা ভাতের সঙ্গে মশলা,মাংস এবং অধিক পরিমাণ চিজ রান্না করে বানানো হয়||জন ইতালিয়ান রাইস খেতে খুব ভালোবাসে",rice cooked with broth and sprinkled with grated cheese,"A type of Italian dish made by cooking rice with spices, meat, and a large amount of cheese.",0.7463
tiny-aya-global,Bengali,24506,গাজিয়াবাদ,NOUN,উত্তর প্রদেশের একটা শহর || গাজিয়াবাদ দিল্লীর পশ্চিম দিকে অবস্থিত,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""","A city in Uttar Pradesh, located west of Delhi.",0.3087
tiny-aya-global,Bengali,16971,তুঙ্গভদ্রা,NOUN,দক্ষিণ ভারতের একটি নদী||তুঙ্গভদ্রা সহ্যাদ্রি পর্বত থেকে বের হয়ে কৃষ্ণানদীতে গিয়ে পরেছে,"a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles""","The Tungabhadra River is a major tributary of the Krishna River in southern India, originating from the Western Ghats and flowing into the sea.",0.3488
tiny-aya-global,Bengali,36522,সারস্বত,NOUN,এক ব্রাম্হণ জাতি || এই শুধু সারস্বতদের জন্য সংরক্ষিত,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),A Brahmin caste or a person belonging to the Sarwata Brahmin community.,0.6629
tiny-aya-global,Bengali,3764,অবিবাহিত,NOUN,সেই পুরুষ যে বিবাহিত নয়|| এই পদের জন্য কেবল অবিবাহিত পুরুষরাই আবেদন করতে পারবে,a man who has never been married,Unmarried male. Only unmarried males are eligible to apply for this position.,0.5258
tiny-aya-global,Bengali,8408,পছন্দ,NOUN,পছন্দ করার ক্রিয়া বা ভাব||তার পছন্দ দেখে আমার গর্ব হয়,"a feeling of liking something or someone good; ""although she fussed at them, she secretly viewed all her children with approval""",The act of liking or preference,0.464
tiny-aya-global,Bengali,25407,প্রতিপাদিত,ADJECTIVE,যার প্রতিপাদন করা হয়েছে|| এই সিদ্ধান্ত অনেক বিদ্বান দ্বারা প্রতিপাদিত হয়,declared as fact; explicitly stated,asserted,0.4107
tiny-aya-global,Bengali,17212,ইরাবতী নদী,NOUN,একটি ভারতীয় নদী||ইরাবতী নদী পাঞ্জাবে প্রবাহিত হয়,"a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles""",The Iravi River is a major river in India that flows through Punjab.,0.3575
tiny-aya-global,Bengali,19440,নরসিংহ,NOUN,ভগবান বিষ্ণুর চতুর্থ অবতারের রূপ যা অর্ধেক পুরুষ ও অর্ধেক নারীর রূপে ছিল||নরসিংহ হিরণ্যকাশ্যপকে বধ করেছিলেন।,"the manifestation of a Hindu deity (especially Vishnu) in human or superhuman or animal form; ""the Buddha is considered an avatar of the god Vishnu""","The Narasimha form of Vishnu, a divine avatar with the body of a man and the head of a lion, who defeated Hiranyakashipu.",0.7319
tiny-aya-global,Bengali,15245,অথর্বা,NOUN,একজন মহর্ষি যিনি ব্রহ্মার জ্যেষ্ঠ পুত্র ছিলেন||ব্রহ্মা অথর্বাকে ব্রহ্মবিদ্যার উপদেশ দিয়েছিলেন / অথর্বার পত্নীর নাম ছিল শান্তা,an imaginary being of myth or fable,"A sage who was the eldest son of Brahma, from whom Brahma imparted the knowledge of Brahman to him.",0.2768
tiny-aya-global,Bengali,29605,সুদীতি,NOUN,একজন পৌরাণিক যুগের ঋষি||সুদীতি আঙ্গিরসের গোত্রজাত ছিলেন,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,"A legendary sage from the Purana era, Suditi was a member of the Angirsa clan.",0.3662
tiny-aya-global,Bengali,3645,সন্তান,NOUN,কারও ছেলে বা মেয়ে|| প্রত্যেক সন্তানের কর্তব্য তার মাতা-পিতার সেবা করা / আপনার কটি সন্তান?,"the immediate descendants of a person; ""she was the mother of many offspring""; ""he died without issue""",Child,0.2713
tiny-aya-global,Bengali,22616,কোপলতা,NOUN,একটি লতা||কোপলতা ওষুধ রূপে ব্যবহৃত করা হয়।,woody perennial climbing plant with large ornamental seed pods that resemble balloons; tropical India and Africa and America,A vine or creeper used medicinally.,0.5147
tiny-aya-global,Bengali,6078,ক্ষতিপূরণ,NOUN,কোনও দুর্ঘটনা বা আঘাতের জন্য দেওয়া ধন|| রেল দুর্ঘটনায় মৃত লোকেদের পরিবারের সদস্যরা এখনও ক্ষতিপূরণ পাননি,something (such as money) given or received as payment or reparation (as for a service or loss or injury),"Compensation for damage or loss, typically provided as financial restitution for harm caused by an accident or injury.",0.7184
tiny-aya-global,Bengali,456,জৈন্য মন্দির,NOUN,সেই মন্দির যাতে জৈন্য ধর্মালম্বীরা পূজা-পাঠ করেন || জৈন্য সম্প্রদায় এই শহরে একটা বিশাল জৈন্য মন্দিরের নির্মাণ করেছেন,place of worship consisting of an edifice for the worship of a deity,"The temple where Jaina devotees perform worship and rituals, with the Jaina community in this city constructing a large Jaina temple.",0.6263
tiny-aya-global,Bengali,33419,ও,NOUN,হিন্দী বর্ণমালার দশম স্বরবর্ণ যা অ এবং উ এর সংযোগে তৈরী||ও এর উচ্চারণ স্থান কণ্ঠ এবং ওষ্ঠ,a letter of the alphabet standing for a spoken vowel,"The Bengali consonant ""ও"" is the tenth member of the Devanagari script, formed by connecting the consonants ""অ"" and ""উ"". It is pronounced with the voice and lips, functioning as a vowel in Bengali words.",0.5403
tiny-aya-global,Bengali,1225,অপ্রিয়ভাষী,ADJECTIVE,অপ্রিয় ভাষী বা যে অপ্রিয় কথা বলে|| অপ্রিয়ভাষী ব্যক্তি নিন্দার পাত্র হন/অপ্রিয়ভাষী ব্যক্তি নিজের লোকেদের মধ্যেও পর হয়ে থাকেন,"unkind or cruel or uncivil; ""had harsh words""; ""a harsh and unlovable old tyrant""; "" a rough answer""","Unfriendly or ill-mannered, especially in speech; one who speaks in a disrespectful or rude manner.",0.6439
tiny-aya-global,Bengali,5004,জোড়ে,NOUN,শরীরের অঙ্গের জোড় যাতে শরীর ঝোঁকে বা ঘোরে|| আমার আঙুলের জোড়ে ব্যথা আছে,(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion),"In the body, the joint where one part bends or rotates around another; a joint in the finger that causes pain.",0.488
tiny-aya-global,Bengali,19929,কাত্যায়ন,NOUN,এক ঋষি||মা দূর্গার ষষ্ট রূপের পূজো সর্বপ্রথম কাত্যায়ন করেছিলেন তাই মায়ের এই রূপ কে কাত্যায়নী বলা হয়।,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,"The Katyayni is the first of the six forms of Maa Durga, first worshipped by a sage.",0.3253
tiny-aya-global,Bengali,26690,মার্টিন লুথার কিং,NOUN,একজন প্রসিদ্ধ আমেরিকান নেতা যার হত্যা করা হয়েছিল||মার্টিন লুথার কিং আমেরিকায় কৃষ্ণাঙ্গদের অধিকারের জন্য লড়াই করেছিলেন,United States charismatic civil rights leader and Baptist minister who campaigned against the segregation of Blacks (1929-1968),A prominent American leader who fought for the rights of African Americans.,0.8477
tiny-aya-global,Bengali,23643,পাকারি ফুল,NOUN,এক প্রকারের কচনার ফুল যেটি সাদা রঙের হয়||মালী পাকারি ফুলের মালা গাঁতছে।,reproductive organ of angiosperm plants especially one having showy or colorful parts,"A type of small white flowering plant, often used in garlands or floral arrangements.",0.476
tiny-aya-global,Bengali,4439,তোতাপাখি,NOUN,"একটি পাখি যে মানুষের মতো কথা বলে,বিশেষভাবে সবুজ রঙের একটি পাখি যাকে মানুষ ঘরে পুষে রাখে|| খাঁচার মধ্যে বসে থাকা টিয়াপাখি রাম রাম বলছে",usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds,"A parrot, a bird known for mimicking human speech, particularly a green-colored bird commonly kept as a pet in homes.",0.6073
tiny-aya-global,Bengali,22754,আত্মা উপনিষদ,NOUN,একটি উপনিষদ||আত্মা উপনিষদ অথর্ববেদের সাথে সম্পর্কিত।,"a later sacred text of Hinduism of a mystical nature dealing with metaphysical questions; ""the Vedanta philosophy developed from the pantheistic views of the Upanishads""","A Upanishad associated with the Atharvaveda, containing spiritual and philosophical teachings.",0.7889
tiny-aya-global,Bengali,3264,অস্ত্র,NOUN,সেই হাতিয়ার যা যুদ্ধ ইত্যাদির সময়ে শত্রুর ওপর আঘাত করতে বা আত্মরক্ষা করতে ব্যবহার করা হয়|| উনি একটি ধারালো অস্ত্র দিয়ে শত্রুর ওপর আঘাত করলেন,"any instrument or instrumentality used in fighting or hunting; ""he was licensed to carry a weapon""",A weapon used for attacking enemies or self-defense in combat or other situations.,0.65
tiny-aya-global,Bengali,9401,পরিবেশ,NOUN,সেই বায়ু যা পৃথিবীতে চারদিক থেকে ঘিরে রয়েছে|| আমাদের পরিবেশকে দূষিত হওয়ার থেকে রক্ষা করা উচিত,"the mass of air surrounding the Earth; ""there was great heat as the comet entered the atmosphere""; ""it was exposed to the air""","The English definition is: **The atmosphere surrounding the Earth, which is essential for life and requires protection from pollution.**",0.3829
tiny-aya-global,Bengali,30616,ভুজঙ্গসঙ্গতা,NOUN,একপ্রকার বর্ণবৃত্ত||ভুজঙ্গসঙ্গতার প্রত্যেক চরণে নয়টি বর্ণ থাকে,(prosody) a system of versification,"The term ""ভুজঙ্গসঙ্গতা"" refers to a type of poetic meter in Bengali literature, characterized by a specific structure where each line consists of nine syllables. This meter is often used in traditional and classical Bengali poetry, contributing to its rhythmic and musical qualities.",0.3155
tiny-aya-global,Bengali,4173,সুরেলা,ADJECTIVE,কথা বলা বা গান গাওয়ার ক্ষেত্রে মিষ্টি স্বরযুক্ত|| গীতা মধুর স্বরে মা সরস্বতীকে বন্দনা করেছিল,"pleasantly full and mellow; ""a rich tenor voice""","A sweet or melodious voice, particularly in speech or singing.",0.7625
tiny-aya-global,Bengali,24225,সেন্ট ক্রিস্টোফার,NOUN,একটি দ্বীপ || সেন্ট ক্রিস্টোফার সেন্ট কীটস এবং নিবিসের সবচেয়ে বড়ো দ্বীপ,the largest of the islands comprising Saint Christopher-Nevis,St. Christopher Island,0.4449
tiny-aya-global,Bengali,2498,গৌতম বুদ্ধ,NOUN,বৌদ্ধ ধর্মের প্রবর্তক যাঁকে ভগবানের অবতার বলা হয়|| কুশীনগর গৌতম বুদ্ধের পরিনির্বাণ স্থল,founder of Buddhism; worshipped as a god (c 563-483 BC),"Founder of Buddhism, revered as an incarnation of the divine, known for his enlightenment and teachings that revolutionized spiritual thought.",0.7998
tiny-aya-global,Bengali,10116,শুভকামনা,NOUN,কারও জন্য করা শুভ কামনা|| মাতা-পিতার হৃদয়ে সন্তানের জন্য সর্বদা শুভকামনাই থাকে,"(usually plural) a polite expression of desire for someone' s welfare; ""give him my kind regards""; ""my best wishes""",Wishes for good fortune or success.,0.5012
tiny-aya-global,Bengali,26408,কুসুমবিচিত্রা,NOUN,"একপ্রকার অক্ষরবৃত্ত || কুসুমবিচিত্রার প্রত্যেক চরণে ন,য়,ন,য থাকে",(prosody) a system of versification,"A type of poetic form characterized by a rhythmic structure where each line contains the consonants n, y, n, and y, often associated with a floral or nature-inspired theme.",0.398
tiny-aya-global,Bengali,11988,জনজাতি,NOUN,"কোনও বিশেষ স্থানে থাকে এমন লোকেদের সমূহ বা বর্গ যারা সাধারণত একই পূর্বজের বংশ আর যারা সভ্যতা, সংস্কৃতি ইত্যাদির নিরিখে আশপাশের বসবাসকারীদের থেকে একেবারেই আলাদা আর কিছুটা নিম্ন স্তরের|| ভারতের জঙ্গলে আজও অনেক জনজাতিরা বসবাস করেন",a social division of (usually preliterate) people,"A group of people who live in a specific area, typically sharing a common ancestor and distinct from the surrounding population in terms of civilization, culture, and social status, often considered a lower caste.",0.6807
tiny-aya-global,Bengali,17482,নৌকার পেছনের অংশ,NOUN,বড় নৌকার পেছনের দিকের অংশ যেখানে হাল লাগানো থাকে||নাবিক নৌকার পেছনের অংশ মেরামত করছে,the rear part of a ship,"The rear end of a large boat, where the oar is attached.",0.7542
tiny-aya-global,Bengali,26453,গঠনমূলক,ADJECTIVE,গঠনের সঙ্গে সম্পর্কিত বা গঠনে সহায়ক|| দেশে বড়ো গঠনমূলক বদল প্রয়োজন আছে,"affecting or involved in structure or construction; ""the structural details of a house such as beams and joists and rafters; not ornamental elements""; ""structural damage""","Constructive, meaning related to or aiding in the formation or process of building or creating something.",0.6056
tiny-aya-global,Bengali,21765,স্বর্গবাসী,NOUN,যে স্বর্গে থাকেন বা স্বর্গের নিবাসী||ওকে দেখে স্বর্গবাসী বলে মনে হচ্ছে।,"someone who is no longer alive; ""I wonder what the dead person would have done""",One who resides in heaven or is a heavenly dweller; someone who appears celestial or divine.,0.4006
tiny-aya-global,Bengali,9293,নিষেধাজ্ঞা,NOUN,কোনও প্রস্তাবিত কাজ আগে থেকে অমান্য করে আটকানোর অধিকার||মুখ্য নির্বাচন আধিকারিক নির্বাচন থামানোর জন্য নিষেধাজ্ঞা জারি করেছে,the power or right to prohibit or reject a proposed or intended act (especially the power of a chief executive to reject a bill passed by the legislature),"The act of preventing or restraining a proposed action or proceeding from taking place, often by legal or administrative means.",0.7165
tiny-aya-global,Bengali,1290,আশ্রমবাসি,NOUN,যে আশ্রমে থাকে বা আশ্রম যার বাড়ি || গ্রামে-গ্রামে ঘোরা সাধু এখন আশ্রমবাসি হয়ে গেছে,a person who inhabits a particular place,One who resides in an ashram or belongs to an ashram.,0.5478
tiny-aya-global,Bengali,25063,বৌর,NOUN,উড়িষ্যার একটি শহর || বৌর সোনপুরের কাছাকাছি অবস্থিত,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""","A city in Odisha, India, located near Sonpur.",0.173
tiny-aya-global,Bengali,36270,ভারতীয় প্রশাসনিক সেবা,NOUN,ভারতীয় গণরাজ্যে সরকারের কার্যপালিকা শাখার প্রশাসনিক সিভিল বা নাগরিক সেবা || ভারতীয় প্রশাসনিক সেবার পরীক্ষায় খুব কম লোক পাস করে,"work done by one person or group that benefits another; ""budget separately for goods and services""","The Indian administrative service refers to the civil service component of the executive branch in the Indian republic, responsible for implementing government policies and administrative functions. It is a highly competitive service, with a low pass rate in its examination.",0.3415
tiny-aya-global,Bengali,10898,হাস্যরত,ADJECTIVE,যে হাসছে বা হাস্যরত|| একজন হাস্যরত ব্যক্তি ঘরের বাইরে বেরোলেন,"smiling with happiness or optimism; ""Come to my arms, my beamish boy!""- Lewis Carroll; ""a room of smiling faces""; ""a round red twinkly Santa Claus""",one who is laughing,0.4344
tiny-aya-global,Bengali,3306,মনোব্যথা,NOUN,মনে হওয়া ব্যথা|| রাম নিজের মনোব্যথা কারওকে জানায় না/আমি আমার মনোবেদনা কাকে শোনাবো?,intense sorrow caused by loss of a loved one (especially by death),"The feeling of sorrow or pain in the mind, often referring to emotional distress or unspoken grief.",0.8302
tiny-aya-global,Bengali,35190,খোঁজ করা,VERB,কোনো কথা বা বিষয়ের গূঢ় তত্ত্ব বা রহস্যের জ্ঞান লাভ করা|| চিকিত্সক এই নতুন রোগের কারণ খোঁজ করছে,"try to locate or discover, or try to establish the existence of; ""The police are searching for clues""; ""They are searching for the missing man in the entire county""",to seek out or discover the hidden truth or mystery of something,0.5585
tiny-aya-global,Bengali,3594,ধনে পাতা,NOUN,এক প্রকারের ছোটো গাছ যার পাতা সুগন্ধীত হয় || ধনে পাতার চাটনি পকোরার সাথে খেতে খুব সুস্বাদু লাগে,Old World herb with aromatic leaves and seed resembling parsley,"A small herbaceous plant known for its fragrant leaves, commonly used in cooking, particularly in chutneys and pokari, adding a pleasant aroma and flavor to dishes.",0.7239
tiny-aya-global,Bengali,34942,ওয়াইফাই,NOUN,একটি উপকরণ যেটির তৈরি তার দ্বারা ইন্টারনেটের সুবিধা প্রাপনীয় করা যায়||আজকাল অনেকে ওয়াইফাই ব্যবহার করেন।,a local area network that uses high frequency radio signals to transmit and receive data over distances of a few hundred feet; uses ethernet protocol,"Wi-Fi is a wireless technology that allows devices to connect to the internet without the need for physical cables, commonly used today for internet access.",0.5606
tiny-aya-global,Bengali,5719,ভোজনালয়,NOUN,সেই স্থান যেখানে রাঁধা খাবার পাওয়া যায়|| আমরা নিরামিষ ভোজনালয়ে গেলাম,a building where people go to eat,"The place where food is prepared or cooked, often referring to a kitchen or cooking area.",0.4496
tiny-aya-global,Bengali,27215,ইনোসিটাল,NOUN,"একপ্রকার ভিটামিন||পাতিলেবু,মুসম্বি লেবুতে বেশী পরিমাণে ইনোসিটাল পাওয়া যায়",an optically inactive alcohol that is a component of the vitamin B complex,Vitamin C,0.5123
tiny-aya-global,Bengali,8896,সেলাই,NOUN,সেলাই করার ক্রিয়া||গীতা সেলাই শিখছে,joining or attaching by stitches,"The act of sewing or stitching, often referring to the process of joining fabric pieces together using thread.",0.6769
tiny-aya-global,Bengali,214,বড় বোন,NOUN,সেই বোন যে জন্মসূত্রে বড়|| আমার বড় বোন একজন অধ্যাপিকা,an older sister,the elder sister,0.4379
tiny-aya-global,Bengali,6949,বিরোধী,ADJECTIVE,যিনি বিরুদ্ধে রয়েছেন|| এইবার নির্বাচনে সে বিরোধী দলের সাথে হাত মিলিয়েছে,"in opposition to (a policy or attitude etc.); ""an opposing vote""",opposing,0.3046
tiny-aya-global,Bengali,26738,চক,NOUN,সেই চৌকাকৃতির বাজার যার চারদিকে দোকান আছে এবং যার মধ্যভাগ উন্মুক্ত থাকে||বিদ্যুতের আলোয় বাজার জমজম করছে,"a public square with room for pedestrians; ""they met at Elm Plaza""; ""Grosvenor Place""","A bustling market with shops surrounding an open central area, often illuminated by electric lights, creating a vibrant and lively atmosphere.",0.4717
tiny-aya-global,Bengali,35272,আয় কর বিভাগ,NOUN,প্রশাসনিক বিভাগ যেটির দায়িত্ব আয় কর আদায় করা||আয় কর বিভাগ এই বছরে গত বছরের তুলনায় দ্বিগুন কর আয় কর আদায় করেছে।,an administrative unit in government or business,The revenue collection department is an administrative division responsible for collecting taxes. This department has successfully collected twice as much tax this year compared to last year.,0.4293
tiny-aya-global,Bengali,20053,বরকিনা ফৈসো,NOUN,দক্ষিণ আফ্রিকার একটা দেশ||বরকিনা ফৈসো সবচেয়ে গরীব দেশগুলির মধ্যে,a desperately poor landlocked country in western Africa; was formerly Upper Volta under French rule but gained independence in 1960,"The English definition is: **""Botswana""**.",0.4419
tiny-aya-global,Bengali,19209,তাড়াতাড়ি,ADVERB,নির্দিষ্ট সময়ের আগে|| আনন্দ আজ তাড়াতাড়ি কার্যালয়ে এসেছে,"before the usual time or the time expected; ""she graduated early""; ""the house was completed ahead of time""",Hurriedly,0.3081
tiny-aya-global,Bengali,33585,সর্পাস্য,NOUN,এক রাক্ষস য়ে খরের সেনাপতি ছিল||রামায়ণে সর্পাস্যের বর্ণনা পাওয়া যায়,one of the evil spirits of traditional Jewish and Christian belief,"A serpentine or snake-like figure, often associated with mythical or supernatural beings in Bengali folklore, particularly in the context of the Ramayana.",0.4016
tiny-aya-global,Bengali,23934,নডজামেন,NOUN,চাডের রাজধানী||নডজামেনা চাডের সব থেকে বড় শহর।,the capital and largest city of Chad; located in the southwestern on the Shari river,The capital of Chad.,0.2014
tiny-aya-global,Bengali,33428,জ,NOUN,হিন্দী বর্ণমালার অষ্টম এবং চ বর্গের তৃতীয় ব্যঞ্জনবর্ণ||জ কে ছন্দশাস্ত্রে জগণের সূচক তথা সংক্ষিপ্ত রূপ মনে করা হয়,a letter of the alphabet standing for a spoken consonant,"The 8th letter of the Devanagari script, representing the sound ""j"" in Bengali, often used as a symbol or abbreviation in poetic contexts.",0.4789
tiny-aya-global,Bengali,3939,পরা,VERB,"বস্ত্র,আভূষণ ইত্যাদি শরীরের উপর ধারণ করা|| ও স্নান করে ভালো কাপড় পরেছে","be dressed in; ""She was wearing yellow that day""","To wear or put on clothing, adornments, or other items on the body.",0.3685
tiny-aya-global,Bengali,3617,চোঙ্গা,NOUN,"কিছু রাখার জন্য কাগজ, ধাতু ইত্যাদির তৈরী একটা বেলনাকার পাত্র বা ডিব্বা || দোকানদার চোঙ্গায় ছোলা দিল",conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,"A cylindrical container or box made of paper, metal, or similar materials, used for storing items.",0.6097
tiny-aya-global,Bengali,2177,ঠোঁট,NOUN,মুখের বাইরে উপর-নীচে বেরিয়ে থাকা অংশ যা দাঁতকে ঢেকেে রাখে|| মরণকালে শ্যামের ঠোঁটে তার ছেলেরই নাম ছিল,fleshy folds of tissue as those surrounding the mouth,The upper and lower parts of the mouth that cover the teeth.,0.7348
tiny-aya-global,Bengali,20215,মরোক্কো,NOUN,উত্তর পশ্চিম আফ্রিকার একটা দেশ||মরক্কোর বেশীরভাগ মানুষ মুসলিম ধর্মাবলম্বী,a kingdom (constitutional monarchy) in northwestern Africa with a largely Muslim population; achieved independence from France in 1956,"A country in Northwestern Africa, known for its diverse cultural heritage, historical landmarks, and significant Muslim population.",0.6188
tiny-aya-global,Bengali,24005,বুচারেস্ট,NOUN,রুমানিয়ার রাজধানী|| বুচারেস্ট দক্ষিণ পূর্ব রুমানিয়ার মধ্যে অবস্হিত,national capital and largest city of Romania in southeastern Romania,The capital city of Romania.,0.63
tiny-aya-global,Bengali,9458,পিস্তা,NOUN,এক ধরনের মেওয়া যা হাল্কা সবুজ রঙের হয়||খোসার সাথে সেদ্ধ করা পিস্তা খুব সুস্বাদু হয়,nut of Mediterranean trees having an edible green kernel,"A type of pasta made from wheat flour, typically light green in color, often cooked with its shell for a delicious taste.",0.5103
tiny-aya-global,Bengali,11447,বাড়া,VERB,গণনা বা মাপে অধিক হওয়া|| দুজন ব্যক্তির পক্ষে খাবার বেশী হয়ে গেছে,"become bigger or greater in amount; ""The amount of work increased""",To increase or grow in quantity or degree.,0.6708
tiny-aya-global,Bengali,7995,ত্রিশঙ্কু,NOUN,এক রাজা যিনি সশরীরে স্বর্গে যাওয়ার জন্য যজ্ঞ করেছিলেন কিন্তু দেবতাদের বিরোধের কারণে অধরেই আটকে গেল||ত্রিশঙ্কু একজন সূর্যবংশী রাজা ছিলেন,an imaginary being of myth or fable,A king who performed a yajna to ascend to heaven but was trapped on Earth due to divine opposition; a solar dynasty king.,0.3593
tiny-aya-global,Bengali,29233,কৌষিতকী,NOUN,একজন ঋষি পত্নী||পুরাণে কৌষিতকীর বর্ণনা পাওয়া যায়,an imaginary being of myth or fable,"A wife of a sage in Hindu mythology, known for her wisdom and virtue.",0.3802
tiny-aya-global,Bengali,1767,প্রতিদ্বন্দিতা করা,VERB,সমতুল্য ব্যক্তিদের সঙ্গে লড়াই বা বিরোধ করা|| শ্যাম সকলের সামনে আমার সঙ্গে প্রতিদ্বন্দিতা করল এখন আমি ওকে ছাড়বো না,"be engaged in a fight; carry on a fight; ""the tribesmen fought each other""; ""Siblings are always fighting""; ""Militant groups are contending for control of the country""","to compete or engage in rivalry with someone, especially in a fair or equitable manner.",0.3786
tiny-aya-global,Bengali,5325,চালান,NOUN,রেল বা ট্রাক ইত্যাদির দ্বারা পাঠানো মালের রসিদ যা দেখালে মাল পাওয়া যায় || পাটনা রেলওয়ে স্টেশনে চালান দেখিয়ে মামা পার্সেল নিলেন,a receipt given by the carrier to the shipper acknowledging receipt of the goods being shipped and specifying the terms of delivery,"Proof of shipment of goods via rail or truck, which, upon presentation, entitles the recipient to receive the goods.",0.7552
tiny-aya-global,Bengali,4256,পরীক্ষা,NOUN,কারোর যোগ্যতা বা জ্ঞান পরীক্ষা করার জন্য তাকে প্রশ্ন করা যার ভিত্তিতে তাকে উত্তীর্ণ বা অনুত্তীর্ণ করানো হয়|| রাম দশম শ্রেণীর পরীক্ষায় পাশ করার জন্য প্রচণ্ড পরিশ্রম করছে,the act of giving students or candidates a test (as by questions) to determine what they know or have learned,"To assess one's ability or knowledge by asking questions, resulting in a pass or fail.",0.7511
tiny-aya-global,Bengali,29638,উর্ধ্বগ্রীব,NOUN,একজন বৈদিক ঋষি||ঋগবেদে উর্ধ্বগ্রীবের বর্ণনা পাওয়া যায়,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,"A Vedic sage, described in the Rigveda.",0.5673
tiny-aya-global,Bengali,17980,বনপিণ্ডালু,NOUN,এক জঙ্গলি গাছ||বনপিণ্ডালুর কাঠ হলদেটে ভাবের জন্য বাদামি দেখতে লাগে,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,A jungle tree whose wood has a brownish-yellow hue due to its nut-like appearance.,0.6195
tiny-aya-global,Bengali,35397,প্রমাণবিহীণ বিবৃতি,NOUN,বিবৃতি দেওয়ার ক্রিয়া বা ভাব||মন্ত্রী মহাশয়ের প্রমাণবিহীণ বিবৃতিতে কেউ সন্তুষ্ট নয়।,something that people do or cause to happen,A statement made without evidence or proof.,0.3601
tiny-aya-global,Bengali,26964,পছন্দ,NOUN,"পছন্দ করা ব্যক্তি,বস্তু ইত্যাদি|| এই পদের জন্য আপনার পছন্দ প্রশংসনীয়","the person or thing chosen or selected; ""he was my pick for mayor""",A preference or choice for someone or something; a marked inclination or fondness.,0.458
tiny-aya-global,Bengali,2948,হাসিখুশি,ADJECTIVE,সদা হাসে যে|| হাসিখুশি ব্যক্তিদের সকলেই পছন্দ করে,"being full of or promoting cheer; having or showing good spirits; ""her cheerful nature""; ""a cheerful greeting""; ""a cheerful room""; ""as cheerful as anyone confined to a hospital bed could be""",cheerful,0.3783
tiny-aya-global,Bengali,29534,রিপুঞ্জয়,NOUN,ধ্রুবের একজন নাতি||রিপুঞ্জয় শ্লিষ্টের পুত্র ছিল,an imaginary being of myth or fable,"The son of Ripunjay, a relative of Durba.",0.2313
tiny-aya-global,Bengali,32051,নিঃশব্দ,ADJECTIVE,যা শব্দে ব্যক্ত করা হয়নি|| নিঃশব্দ হাবভাবও অনেক কিছু বলে দেয়,"not made explicit; ""the unexpressed terms of the agreement""; ""things left unsaid""; ""some kind of unspoken agreement""; ""his action is clear but his reason remains unstated""","Silent or without sound, conveying meaning through absence of speech or action.",0.5334
tiny-aya-global,Bengali,18481,ক্ষত,NOUN,"সাপ, বিছে ইত্যাদি বিষাক্ত জন্তু কামড়ানোর ফলে বা দংশন করার ফলে হওয়া ক্ষত|| ক্ষতটা নীল হয়ে গেছে",a painful wound caused by the thrust of an insect' s stinger into skin,"A wound or injury caused by the bite or sting of a venomous animal, such as a snake or scorpion, characterized by a distinct, often blueish discoloration.",0.7488
tiny-aya-global,Bengali,31759,পুনর্প্রাপ্য,ADJECTIVE,যা আবার ফেরত্ পাওয়ার সম্ভাবনা থাকে|| পুনর্প্রাপ্য জাগতিক বস্তু হারানোর জন্য এত দুঃখ করবেন না,"capable of being regained especially with effort; ""he believed the information was retrievable""","something that can be reused or recycled, capable of being regenerated or restored.",0.333
